CusID,LastPurchased,Total Revenue,Ticket,Ticket Size,1/12/2020,2/12/2020,3/12/2020,4/12/2020,5/12/2020,6/12/2020,7/12/2020,8/12/2020,9/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,13/1/2021,14/1/2021,15/1/2021,16/1/2021,17/1/2021,18/1/2021,19/1/2021,20/1/2021,21/1/2021,22/1/2021,23/1/2021,24/1/2021,25/1/2021,26/1/2021,27/1/2021,28/1/2021,29/1/2021,30/1/2021,31/1/2021,1/2/2021,2/2/2021,3/2/2021,4/2/2021,5/2/2021,6/2/2021,7/2/2021,8/2/2021,9/2/2021,10/2/2021,11/2/2021,12/2/2021,13/2/2021,14/2/2021,15/2/2021,16/2/2021,17/2/2021,18/2/2021,19/2/2021,20/2/2021,21/2/2021,22/2/2021,23/2/2021,24/2/2021,25/2/2021,26/2/2021,27/2/2021,28/2/2021,1/3/2021,2/3/2021,3/3/2021,4/3/2021,5/3/2021,6/3/2021,7/3/2021,8/3/2021,9/3/2021,10/3/2021,11/3/2021,12/3/2021,13/3/2021,14/3/2021,15/3/2021,16/3/2021,17/3/2021,18/3/2021,19/3/2021,20/3/2021,21/3/2021,22/3/2021,23/3/2021,24/3/2021,25/3/2021,26/3/2021,27/3/2021,28/3/2021,29/3/2021,30/3/2021,31/3/2021,1/4/2021,2/4/2021,3/4/2021,4/4/2021,5/4/2021,6/4/2021,7/4/2021,8/4/2021,9/4/2021,10/4/2021,11/4/2021
1007286,24/3/2021,78.00,1,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.00,,,,,,,,,,,,,,,,,,
1007321,1/4/2021,3052.35,8,381.54,,,,,,623.37,,,279.44,,558.88,,,,,279.44,,,,,,,447.66,,,,,,,,,,,,,,,,,,,,,,,,,,372.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.02,,,,,,,,,,,,,,,,,,,,,,176.64,,,,,,,,,,
1007385,14/12/2020,8028.04,2,4014.02,,,,,,,,,,6684.11,257.01,,,1086.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007579,23/12/2020,466.36,1,466.36,,,,,,,,,,,,,,,,,,,,,,,466.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008279,9/3/2021,2714.02,2,1357.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008595,5/1/2021,1082.24,2,541.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.89,,,,,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008861,3/4/2021,312.15,1,312.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.15,,,,,,,,
1009225,13/3/2021,99.06,2,49.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.79,53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009386,20/12/2020,11860.75,4,2965.19,,,3542.06,,,,,,,,,,,,,,,,,8318.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009392,24/2/2021,24439.25,1,24439.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24439.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009767,8/12/2020,499.07,1,499.07,,,,,,,,499.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009881,1/12/2020,0.00,2,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010127,11/12/2020,462.61,2,231.31,,,33.64,,,,,,,,428.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010151,11/3/2021,13827.11,4,3456.78,,,,,,1148.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4672.90,,4093.46,1869.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010376,10/2/2021,12056.07,1,12056.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12056.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010702,29/3/2021,5611.67,10,561.17,,,,,,512.15,,,,,,,,,,,,,,,,,,667.29,,,,332.71,,,,,,,,,1355.14,1348.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49,,,,,,,,,,937.85,,,,,,,,,,92.52,,,,,,,,,,,,14.02,,,,,,,,,,,,,,286.92,,,,,,,,,,,,,
1011046,22/3/2021,842.29,3,280.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.59,,,,,,,,307.57,,,,,,,,,,,,,,,,,,,,
1011134,5/4/2021,8660.95,6,1443.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.18,,,,7785.25,,,,,,,,,,,83.18,,,,,,
1011223,10/4/2021,3216.86,15,214.46,,,,205.61,,,,,,,,,328.98,,,102.80,,,,,,,,,,,,,,,551.41,,,,,,,307.48,,,,,,,,,,,,,,,,,,,,,,514.02,,,,514.02,,154.21,,,,,,,,,,195.33,,,,,,,,,,,,,,,,,,,50.47,,,,,,,,,,,,,,,,,,,,195.33,,,,,,,,,,,,,,,,97.20,
1011435,15/3/2021,38285.06,20,1914.25,,,,,,,383.18,,766.36,154.21,16651.40,,,,,,,,,,,491.59,,,,,,,,407.48,,,,,237.38,,,,,,,,3684.11,,,,,,,,99.07,,,,,,,,,9800.94,,,757.94,,806.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489.72,,,,,,,,,,555.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011736,27/2/2021,1644.86,1,1644.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012334,23/3/2021,478.50,7,68.36,,,,,,,,,,,,,,,,,,,,,,35.51,137.38,,,,,,,,,,,,,,,,,148.60,,,,,,,,,,,,,,,,,,,,,,,88.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.36,,,,,,,,,44.86,,,,,,,,,,,,,,,,,,,
1012666,2/2/2021,13281.30,6,2213.55,,,,,,,,,,,,,,,,,,,,,,,,,,756.08,,2688.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7219.62,,2616.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012749,28/1/2021,36.45,1,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012823,7/4/2021,2018.69,15,134.58,522.43,,,,,,,,,,14.02,,,,,,,,,,,,,,9.35,,28.97,,,,,,,462.62,,,,,,,,,,,,,,,,,,,,,,,,,14.02,,37.38,,,,,,,162.61,,,,69.16,,,,,22.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.18,,,,,,,368.22,,103.74,,,120.56,,,,
1012847,6/3/2021,628.02,4,157.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.38,,,,,,,,,,,,,,,162.62,,,,,,,,,,,,,239.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012946,4/4/2021,19446.85,27,720.25,,1333.63,,,188.78,,,148.60,,,36.45,135.51,,,,,,,,,,,,,,,,,,351.15,,,,,,,,,,29.91,,,,,,188.51,,,,,,,,,,,,,,,,12171.02,,,279.44,,90.66,,92.52,-651.40,,3989.72,,,,,,71.03,,,256.08,242.99,,94.39,,,,,,,,293.19,,,,,,,,,,44.86,,,,,,,,,,,,,,,,,,27.10,,,,,32.71,,,,,,,
1013036,11/4/2021,10206.57,10,1020.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.47,,,,1657.94,,455.14,,,49.53,,,,,,,,,,,421.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863.55,,,,,,,,,,,,,,,,15.89,,,,,,,,,,,,,,163.55
1013462,18/3/2021,4006.57,7,572.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.80,,,,,1229.02,,,,,,58.88,,,,,,,,2299.06,,,,,,,,,,,,,,,118.68,,,,,,,,,,,155.13,,,,,,,,,,,,,,,,,,,,,,,,
1013471,21/1/2021,1288.79,1,1288.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013585,28/3/2021,69.17,2,34.59,,,,,,,,,,,,,,,,,,,,,,,,,56.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.09,,,,,,,,,,,,,,
1014039,9/4/2021,367.52,5,73.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.56,,,,,,,,,,,,,,,,,180.60,,,,,83.18,83.18,,
1014043,10/4/2021,40370.75,29,1392.09,,,,,,19.63,,,,,,,18.69,,,,,,1551.40,,,,,1584.11,,,,,178.50,-23.36,,,,,,2417.48,,,,,,,,,,,,,10200.00,,,,,,,,4205.61,,,,,,,,,,,,,2359.81,,,,,2348.60,200.00,,3678.50,,,,,,,536.45,,,,,455.14,,,,,,,,,,,,,,,738.32,,,,,,,,,,,,,,,4215.89,,,,373.83,,,,,,1556.07,3756.08,
1014056,28/2/2021,2199.98,3,733.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.36,83.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014581,5/2/2021,2066.36,2,1033.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014949,10/4/2021,3098.15,13,238.32,757.02,,,,,,,,,,,,,,,,,,,285.05,,45.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26,,,,31.78,,,,,,,,,,,,,,,,,,,,,,98.13,,,,,,,,,,,,,,,,,,,,42.05,,,,,,,,,,,,,,,,,,,,,,738.32,,,,,16.82,,738.32,,,305.61,
1014996,7/4/2021,4381.32,5,876.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.28,,,,,,,1766.36,,,,,,,,,,,,,,,,,,,,,,,,,,129.91,,548.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.17,,,,
1015132,8/2/2021,7765.42,2,3882.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3985.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015549,7/3/2021,6532.71,1,6532.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6532.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015617,18/1/2021,961.23,1,961.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015882,9/4/2021,3327.10,1,3327.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3327.10,,
1016104,17/2/2021,4073.85,3,1357.95,,,,,,,,,1924.30,,,,,,,,,,,,,,,,,,,,,661.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016312,30/3/2021,23510.28,1,23510.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23510.28,,,,,,,,,,,,
1016405,27/1/2021,8915.89,1,8915.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8915.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016425,10/4/2021,16995.30,8,2124.41,,,,,,,,,,,,,,11859.81,,,132.71,,,,,,,,,642.99,,,,949.53,,,,,,,,,,,,,,,,,,,,,297.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.02,,,,,,,,174.76,
1017087,4/3/2021,979.90,7,139.99,,,,,157.01,252.33,186.91,,,,,,,,,,,,,,,,,,,,,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.48,,,,,,,,,,,,,,,,,,,,,,159.81,,,148.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017228,7/4/2021,6446.71,6,1074.45,,,,,,,,,,,741.10,,,,,,,,,,,,,,,,,,,,933.64,4239.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.67,,,,,,,,,,,,,,,,,,23.36,,,,,,461.68,,,,
1017292,19/1/2021,4400.00,3,1466.67,929.91,,,,,1525.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017308,20/3/2021,10128.97,3,3376.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10128.97,,,,,,,,,,,,,,,,,,,,,,
1017506,28/1/2021,112.15,2,56.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,,,,,,,,,,,,,,,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017507,17/3/2021,9171.95,7,1310.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8494.37,,102.80,,,185.98,,,,,,,,,,,,,,,,,,,,,,,,,167.29,,,,,,,,,,,,,,,110.29,,,,,,,,,,,,,,,,,,,,,,,,,
1017869,11/4/2021,10919.65,33,330.90,,36.45,,,129.91,550.47,,,,,,,,308.42,78.50,,,,,,,,,,,,2265.43,,,,185.04,,230.84,559.81,,,280.37,64.49,,,,,,,,,,,,,,,,,,,,372.90,,107.48,,,,,1324.30,,,,,,,,,,,,522.43,,111.21,,92.52,742.06,,,,,,,,,,,,,,,534.59,92.52,773.84,,,64.49,31.78,,70.09,,,,,,,,,,,,,,,,,,,,,,673.84,10.28,83.18,306.54,,315.87
1018589,11/12/2020,785.05,1,785.05,,,,,,,,,,,785.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018867,23/12/2020,7990.00,1,7990.00,,,,,,,,,,,,,,,,,,,,,,,7990.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018955,15/3/2021,1720.56,1,1720.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019044,17/3/2021,2224.30,2,1112.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.15,,1112.15,,,,,,,,,,,,,,,,,,,,,,,,,
1019099,1/2/2021,830.84,2,415.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019102,22/3/2021,93.46,1,93.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46,,,,,,,,,,,,,,,,,,,,
1019134,10/4/2021,3846.65,7,549.52,,,,,,,,,,,,,101.88,,,542.99,,,558.88,,,,,,,,,,,,,,,392.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.96,
1019136,17/3/2021,324.30,2,162.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.06,,,,,,,,,,,,,,,,,,,,,,,,,
1019229,18/2/2021,533.65,2,266.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019325,21/3/2021,11123.40,14,794.53,,,220.56,,,,,,,,,,,,,43.93,,,,,,,,,8971.04,,,136.46,315.89,,,,,,,,,,,,,,,,433.65,,,,,,,,,,,,,,,,,,,,121.50,,,,,,,,,,,,,,,,,,,,,,145.79,,,,,,252.34,,,,,,,,,,,,,,,,,,482.24,,,,,,,,,,,,,,,,,,,,,
1019506,5/4/2021,7304.68,7,1043.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.20,,,1424.30,,,,,,,,,,,,,,,,,,,,,,,,642.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.29,,,,,,,,,,,,,,638.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.51,,,,,,
1019597,5/4/2021,1648.60,1,1648.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.60,,,,,,
1019665,13/12/2020,7602.81,3,2534.27,,,,,,,,,1939.26,,,,5663.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020041,27/1/2021,0.00,2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020188,24/12/2020,1859.81,1,1859.81,,,,,,,,,,,,,,,,,,,,,,,,1859.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020457,3/1/2021,178.15,1,178.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020534,12/12/2020,4514.02,1,4514.02,,,,,,,,,,,,4514.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020626,14/2/2021,5982.25,2,2991.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020638,26/2/2021,23300.47,2,11650.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23364.49,,,,-64.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020679,19/2/2021,5855.14,2,2927.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020793,14/1/2021,2140.19,1,2140.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021164,5/2/2021,6414.92,11,583.17,,,,,,,315.88,,,,,,,,,,,580.36,,,363.54,,,,,,,,,1071.96,,531.78,,,,,,1130.84,,,,906.54,,,,,,525.23,121.50,,,,,,,,,,,,449.53,,,,,,417.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021404,28/12/2020,20069.16,2,10034.58,,,,,,,,914.95,,,,,,,,,,,,,,,,,,,,19154.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021449,13/2/2021,67681.31,2,33840.66,,,,,,,,,,,,,,,,,,,,66730.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021492,26/3/2021,1173.83,5,234.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.60,,,45.79,111.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.04,,140.18,,,,,,,,,,,,,,,,
